Dia,num_protocolo,nom_valor,nom_agente
31,00880005480580,0,GRANJA
31,07210005480917,0,ROBERTO
31,18490005478548,0,AVOLO
31,23790005481104,0,ROBERTO
31,35420005480328,0,ALESSANDRO
31,37490005480974,0,SANTOS
31,46940005480743,0,GRANJA
31,55060005479985,0,GRANJA
31,56910005480777,0,GRANJA
31,72000005478062,0,RENAN
31,92900005481054,0,SANTOS
31,04580005478414,2,VALERIO
31,07000005480915,2,SANTOS
31,03110005478403,4,ALESSANDRO
31,91820005481053,5,ROBERTO
31,26980005481110,7,SANTOS
31,64810005480041,7,CLAUDIA
31,70210005480459,7,CLAUDIA
