Dia,num_protocolo,nom_valor,nom_agente
20,07560005106008,0,ANTONIO
20,07620005103571,0,SANTOS
20,29530005105494,0,CLAUDIA
20,51900005105916,0,CLAUDIA
20,52340005104158,0,LAYS
20,83980005103753,0,GRANJA
20,87030005104349,0,SANTOS
20,96080005103813,0,GRANJA
20,45530005105137,1,ALICE
20,94690005105333,1,LAYS
20,11670005103917,5,LAYS
20,28520005105848,5,CLAUDIA
20,40640005105542,5,CLAUDIA
20,60150005104209,5,GRANJA
20,96210005104881,6,LOPES
20,17460005105434,7,ALICE
20,51010005105574,7,LOPES
20,52220005105579,7,WAGNER
20,79950005105692,7,HUEMILLY
20,93750005105737,7,HUEMILLY
